,Price
11834,38.0
2520,32.0
15556,70.0
12525,25.0
8672,50.0
3685,20.0
11337,40.0
10777,130.0
11662,70.0
1901,59.0
10835,45.0
5500,70.0
6430,170.0
9212,125.0
1290,70.0
11475,69.0
15319,25.0
920,65.0
9878,45.0
10451,33.0
11125,35.0
6543,50.0
9692,40.0
7386,80.0
8354,59.0
12017,35.0
3648,21.0
3917,38.0
8095,149.0
10986,23.0
15331,26.0
9825,65.0
2541,16.0
1153,51.0
4479,125.0
14450,30.0
14606,55.0
9874,32.0
9043,25.0
3664,25.0
6138,30.0
12044,90.0
2654,20.0
5142,50.0
4386,75.0
6383,80.0
4003,80.0
11630,80.0
2428,25.0
11826,50.0
7678,150.0
4514,30.0
8063,138.0
10734,50.0
2236,32.0
2263,70.0
13093,58.0
14444,50.0
14257,38.0
13576,150.0
12538,230.0
5428,40.0
10519,50.0
7538,46.0
10717,22.0
12432,85.0
6729,16.0
1082,50.0
8808,40.0
3232,125.0
11406,35.0
10078,29.0
2438,126.0
5489,35.0
14731,65.0
2787,45.0
6019,28.0
3342,18.0
13670,119.0
14927,45.0
14773,104.0
14072,60.0
14573,31.0
12584,25.0
7046,55.0
9038,85.0
5050,60.0
13269,25.0
15175,150.0
5352,170.0
7235,124.0
2856,30.0
2835,49.0
12812,12.0
14824,36.0
10123,110.0
750,55.0
7186,28.0
6860,40.0
12248,30.0
8837,33.0
3987,30.0
984,120.0
5270,95.0
8986,79.0
5136,90.0
9823,12.0
10602,70.0
2560,50.0
3185,60.0
4826,49.0
890,60.0
15334,22.0
4416,45.0
889,55.0
11205,75.0
10895,49.0
10330,25.0
9276,99.0
9713,150.0
15153,29.0
8642,14.0
8897,29.0
10912,80.0
10614,25.0
10712,12.0
10130,69.0
10209,140.0
2826,100.0
11925,25.0
9981,59.0
14341,21.0
5341,185.0
4589,39.0
5446,35.0
5114,90.0
1343,38.0
5580,18.0
13204,35.0
8153,150.0
7387,30.0
13802,40.0
72,15.0
10834,45.0
1905,40.0
6873,36.0
2341,35.0
3565,70.0
7190,25.0
2643,30.0
6488,18.0
2037,74.0
15487,40.0
2074,35.0
15365,16.0
483,90.0
11231,40.0
12263,89.0
5870,30.0
11194,29.0
12576,32.0
15403,30.0
7506,50.0
10200,45.0
7910,20.0
1003,25.0
7020,60.0
10169,58.0
14851,35.0
4545,31.0
2960,76.0
1934,315.0
10117,159.0
10007,65.0
710,50.0
7748,15.0
10112,25.0
6419,61.0
571,70.0
4119,70.0
12060,50.0
4076,40.0
8069,30.0
8670,20.0
12402,59.0
13243,50.0
9588,20.0
7653,45.0
14463,34.0
5987,45.0
9305,29.0
9635,46.0
3572,50.0
38,125.0
14226,30.0
9273,120.0
10979,45.0
10713,18.0
8068,79.0
10370,80.0
7913,130.0
3397,280.0
13618,32.0
599,30.0
4568,17.0
397,40.0
14453,29.0
4065,35.0
10765,38.0
308,100.0
11146,59.0
6277,35.0
3666,15.0
6547,100.0
13766,20.0
7572,30.0
9300,35.0
2193,65.0
12748,250.0
14548,25.0
3179,35.0
3721,38.0
13007,35.0
5035,65.0
14617,42.0
7477,22.0
2785,85.0
11587,32.0
4255,127.0
14398,49.0
2137,35.0
8325,49.0
10230,90.0
15031,42.0
1691,30.0
8944,45.0
5480,55.0
8722,50.0
13760,29.0
830,79.0
1977,30.0
2686,50.0
5619,110.0
8570,75.0
2897,40.0
1354,85.0
9286,28.0
1802,30.0
2582,67.0
15355,69.0
2396,30.0
12401,50.0
11653,137.0
4042,17.0
10046,69.0
10473,100.0
5833,59.0
5471,33.0
13146,60.0
10426,45.0
7231,120.0
5257,85.0
12177,39.0
464,39.0
9297,40.0
1693,25.0
12542,23.0
4948,32.0
1556,45.0
11122,79.0
9140,45.0
2711,70.0
13111,149.0
1651,90.0
164,31.0
5387,100.0
3372,80.0
9037,50.0
8221,20.0
7898,25.0
1377,30.0
10872,75.0
13182,11.0
9822,72.0
9801,65.0
11152,81.0
4999,99.0
433,32.0
11631,32.0
10688,23.0
13201,28.0
4605,45.0
14152,55.0
6814,25.0
3914,30.0
12391,140.0
13540,32.0
6498,85.0
5074,39.0
2762,30.0
13381,50.0
12135,35.0
10379,39.0
10293,76.0
4370,70.0
5890,40.0
9646,35.0
8390,50.0
9655,50.0
6780,70.0
10260,51.0
14654,220.0
7749,95.0
10633,55.0
12653,60.0
5921,25.0
7173,120.0
1681,75.0
13790,12.0
12896,310.0
1096,24.0
9834,60.0
5203,45.0
1433,47.0
1270,125.0
11440,80.0
6722,43.0
4640,45.0
4501,65.0
5810,45.0
450,49.0
6735,65.0
12958,109.0
6580,24.0
1801,39.0
4544,35.0
5315,90.0
2617,38.0
7450,50.0
14412,90.0
10653,94.0
9382,20.0
14,80.0
14373,45.0
15273,99.0
5490,40.0
6272,25.0
14114,35.0
6340,109.0
15151,63.0
12813,65.0
10136,21.0
10722,50.0
6767,39.0
6306,29.0
14981,80.0
4137,70.0
7589,39.0
13940,106.0
7680,120.0
2529,47.0
10757,89.0
10557,70.0
2804,30.0
541,70.0
10255,45.0
8655,60.0
2440,150.0
672,25.0
13621,80.0
15176,63.0
1041,60.0
10744,49.0
1919,75.0
8089,79.0
1624,45.0
10409,46.0
5805,100.0
13067,39.0
2591,70.0
4369,60.0
9355,48.0
2128,48.0
11509,59.0
3800,30.0
8041,39.0
7941,50.0
13158,85.0
12427,55.0
7666,55.0
2386,45.0
14351,52.0
3519,23.0
1005,150.0
7108,30.0
12339,38.0
12826,37.0
2412,28.0
4082,30.0
10003,22.0
13376,40.0
15087,70.0
12168,60.0
8116,50.0
4463,57.0
4756,70.0
9641,805.0
7525,70.0
7270,45.0
1519,90.0
8597,69.0
1014,80.0
3140,18.0
1263,80.0
1159,33.0
14433,70.0
10444,50.0
14052,59.0
1677,32.0
6977,38.0
5745,135.0
1743,18.0
12309,17.0
5316,46.0
13522,58.0
1561,20.0
7379,69.0
11896,32.0
5248,219.0
1004,25.0
10660,25.0
7762,20.0
9832,50.0
13413,50.0
2402,30.0
15141,61.0
8070,30.0
1169,120.0
1331,75.0
12387,35.0
15472,58.0
4754,22.0
7045,130.0
516,55.0
15596,40.0
10218,53.0
3024,29.0
4616,200.0
7789,28.0
6360,180.0
15476,32.0
6650,29.0
8826,99.0
8862,30.0
8280,210.0
1476,25.0
717,32.0
2609,64.0
1993,29.0
13631,85.0
847,33.0
15125,70.0
10672,65.0
4309,45.0
3552,90.0
7397,410.0
8435,60.0
7708,46.0
5859,32.0
269,26.0
15495,250.0
3295,39.0
2579,25.0
6232,41.0
10800,21.0
3792,35.0
12684,46.0
8929,60.0
9921,25.0
7089,50.0
4287,20.0
1110,190.0
6250,30.0
8870,30.0
7120,65.0
8395,14.0
14334,50.0
6785,45.0
7065,28.0
10714,40.0
91,25.0
13109,36.0
14662,110.0
1093,30.0
1761,18.0
11313,140.0
7426,22.0
5960,45.0
10584,27.0
6262,56.0
9151,22.0
3689,67.0
9372,20.0
4607,35.0
6260,30.0
6275,20.0
11383,49.0
5546,24.0
14006,105.0
6231,50.0
799,30.0
1920,440.0
8145,99.0
7051,13.0
7299,45.0
7310,70.0
12851,90.0
2523,40.0
2486,35.0
1089,30.0
4795,23.0
2382,49.0
12561,120.0
9472,40.0
5536,80.0
15663,120.0
8960,26.0
8424,240.0
11468,69.0
6677,45.0
11532,109.0
694,22.0
6367,25.0
14717,40.0
5564,30.0
12208,70.0
5818,74.0
11352,67.0
5395,30.0
896,25.0
5497,60.0
12665,40.0
3604,29.0
3864,75.0
13910,25.0
12725,35.0
12170,13.0
9232,30.0
11404,77.0
4039,48.0
6361,43.0
6041,14.0
6128,99.0
11819,99.0
12124,89.0
15536,40.0
10287,55.0
8859,89.0
12493,98.0
15102,60.0
13401,69.0
14911,50.0
12625,58.0
4810,57.0
10644,27.0
1833,35.0
52,12.0
14025,36.0
13679,60.0
13095,59.0
7702,28.0
6745,27.0
12926,60.0
6940,70.0
7171,35.0
5595,79.0
3102,47.0
7058,40.0
2522,89.0
9811,26.0
9657,129.0
5585,80.0
631,229.0
1429,45.0
4989,30.0
2464,100.0
2961,48.0
4465,68.0
624,25.0
5357,110.0
1971,100.0
11324,55.0
3309,50.0
6987,50.0
9877,29.0
2949,30.0
3504,200.0
3602,70.0
11123,68.0
903,44.0
1259,21.0
12109,90.0
13692,24.0
1257,49.0
3754,57.0
9680,34.0
5637,36.0
798,53.0
9102,60.0
961,125.0
3348,30.0
261,80.0
1960,45.0
11505,35.0
9505,105.0
11710,30.0
7894,43.0
6927,80.0
7259,30.0
14936,16.0
11831,20.0
8252,100.0
13853,35.0
12656,30.0
5302,30.0
880,25.0
10910,40.0
2215,20.0
1066,17.0
4474,90.0
4978,30.0
4677,190.0
7150,40.0
14866,30.0
7278,40.0
358,50.0
10692,55.0
1675,52.0
6129,39.0
3580,40.0
1636,28.0
4047,36.0
11070,26.0
745,50.0
5297,49.0
7622,82.0
8966,35.0
3872,60.0
10232,75.0
13685,39.0
8833,55.0
14972,37.0
10182,25.0
11740,35.0
13512,50.0
15058,40.0
1054,165.0
4350,540.0
5282,110.0
14117,64.0
10676,45.0
4575,75.0
13441,58.0
4243,68.0
14267,40.0
9618,22.0
5908,77.0
15130,45.0
12008,28.0
12394,80.0
13830,80.0
1700,8.0
6304,60.0
1660,55.0
13123,68.0
5560,22.0
10968,113.0
3718,48.0
9745,50.0
10188,100.0
11916,40.0
5113,45.0
13034,32.0
7686,30.0
12329,104.0
14296,70.0
5246,40.0
5339,45.0
11456,100.0
160,54.0
383,70.0
876,48.0
6,94.0
3098,50.0
8432,29.0
14752,35.0
4890,55.0
9677,35.0
10484,17.0
13984,80.0
15025,85.0
14427,14.0
34,75.0
6444,25.0
6913,95.0
10096,30.0
12344,38.0
378,15.0
13454,48.0
14149,95.0
13235,105.0
9805,68.0
1410,53.0
6762,59.0
14310,150.0
1215,17.0
217,50.0
9405,35.0
9502,80.0
6382,70.0
24,59.0
14287,30.0
10537,35.0
4549,50.0
361,45.0
9518,74.0
8271,20.0
15123,70.0
13507,45.0
3852,130.0
15317,50.0
11859,34.0
9068,40.0
480,99.0
2151,37.0
11732,100.0
8949,80.0
14767,60.0
9081,30.0
3136,35.0
1249,80.0
10862,35.0
8249,58.0
662,35.0
7886,28.0
5885,35.0
7852,40.0
5076,30.0
3969,33.0
8724,20.0
10099,26.0
13248,29.0
7596,27.0
4550,40.0
10827,10.0
9371,70.0
7676,25.0
2757,65.0
13672,65.0
705,24.0
8750,69.0
10396,123.0
7269,30.0
11302,45.0
15330,55.0
11260,100.0
12942,30.0
1606,35.0
11474,670.0
9533,32.0
12655,20.0
7767,30.0
14472,75.0
9475,55.0
4179,75.0
4821,85.0
8930,40.0
1579,230.0
644,90.0
1495,100.0
3045,85.0
8592,61.0
14652,30.0
190,43.0
5360,36.0
1398,60.0
12526,90.0
10285,140.0
595,45.0
11655,55.0
8039,27.0
15049,35.0
347,28.0
3547,60.0
13824,29.0
7517,50.0
6018,30.0
9027,25.0
4049,59.0
268,59.0
6148,55.0
14558,30.0
9857,50.0
15298,37.0
3120,160.0
12506,30.0
3756,70.0
4760,63.0
12762,20.0
13826,40.0
11154,27.0
2388,60.0
4675,79.0
13291,25.0
6451,18.0
13738,35.0
13960,50.0
4585,89.0
1840,45.0
1182,90.0
10196,45.0
2650,18.0
7681,35.0
12968,63.0
12345,15.0
4077,90.0
794,150.0
607,42.0
1814,65.0
9614,55.0
9546,74.0
13382,42.0
1206,115.0
15363,23.0
9964,40.0
4017,58.0
495,73.0
786,60.0
1798,40.0
15610,25.0
15429,95.0
972,80.0
6848,99.0
10609,49.0
7711,38.0
5110,52.0
15542,60.0
11536,98.0
3705,25.0
14090,40.0
15133,15.0
11564,29.0
2326,38.0
13145,22.0
601,90.0
1669,19.0
4699,60.0
8442,115.0
252,36.0
550,85.0
8248,38.0
10695,19.0
834,99.0
2539,30.0
941,27.0
4367,35.0
13791,55.0
3211,35.0
9914,60.0
12482,60.0
2356,90.0
4025,80.0
9701,50.0
14612,40.0
8566,150.0
13315,57.0
2229,115.0
158,65.0
686,80.0
3749,45.0
1817,35.0
13451,115.0
5914,59.0
5926,40.0
11649,69.0
10515,27.0
4476,60.0
1600,39.0
9364,75.0
7403,46.0
7533,39.0
15581,38.0
3975,58.0
3554,50.0
8346,59.0
3970,229.0
14802,36.0
15465,55.0
2061,25.0
6329,27.0
9441,29.0
13320,76.0
13913,75.0
10977,45.0
12122,38.0
3303,179.0
2434,59.0
32,140.0
6573,150.0
14935,45.0
2676,40.0
8589,23.0
11619,32.0
6043,55.0
5415,52.0
1326,20.0
1593,109.0
9280,30.0
33,49.0
6290,34.0
12807,60.0
3099,28.0
521,42.0
8729,99.0
12997,117.0
10100,80.0
4115,28.0
9501,60.0
15084,57.0
12563,70.0
4248,36.0
12902,69.0
7940,80.0
12586,90.0
10700,92.0
225,50.0
5557,50.0
6894,35.0
1352,120.0
3320,45.0
9380,25.0
11036,69.0
6425,37.0
9899,55.0
1385,60.0
8204,200.0
6131,145.0
3352,60.0
10378,100.0
11648,50.0
5947,80.0
1680,12.0
583,40.0
6388,109.0
9902,24.0
1469,35.0
6311,43.0
74,59.0
15441,50.0
5624,80.0
4856,40.0
1596,26.0
10748,49.0
5551,49.0
8843,40.0
3657,150.0
3049,150.0
4916,128.0
2278,50.0
3492,49.0
8743,65.0
13535,50.0
5593,45.0
6636,39.0
8301,25.0
2258,50.0
8920,81.0
7650,59.0
3177,30.0
12680,20.0
8425,80.0
11921,45.0
13645,80.0
1794,150.0
13199,69.0
4374,80.0
11804,80.0
6458,34.0
11300,49.0
3311,80.0
1650,100.0
14685,80.0
10691,45.0
4329,120.0
1415,17.0
1441,60.0
6472,45.0
14484,99.0
10745,50.0
6888,43.0
13311,100.0
11555,50.0
13667,29.0
13816,105.0
6378,152.0
8337,60.0
5867,109.0
6790,50.0
15467,15.0
4726,80.0
2635,70.0
10874,150.0
4715,52.0
11909,40.0
13465,35.0
1701,30.0
3895,55.0
14764,69.0
7559,55.0
7164,69.0
8622,96.0
6497,35.0
6917,59.0
12467,24.0
7685,35.0
10562,35.0
8233,48.0
14589,30.0
13792,45.0
3052,59.0
12503,69.0
10972,110.0
1837,60.0
6478,80.0
14632,35.0
8294,23.0
13178,95.0
12410,37.0
13889,45.0
4798,50.0
13071,45.0
11464,70.0
9272,85.0
13821,40.0
1986,170.0
671,35.0
7959,87.0
10888,37.0
12271,35.0
13595,23.0
9553,29.0
12811,150.0
6390,28.0
9186,45.0
1716,44.0
2000,22.0
5283,25.0
7999,63.0
4191,50.0
9368,30.0
12564,820.0
6097,57.0
3983,28.0
1865,29.0
6565,45.0
9700,55.0
4996,65.0
810,25.0
9863,65.0
493,80.0
6007,65.0
4609,80.0
14779,175.0
12459,24.0
2766,45.0
10345,42.0
2632,80.0
4983,44.0
6765,40.0
921,55.0
4413,48.0
8251,25.0
5200,25.0
10393,25.0
1937,70.0
2204,38.0
365,15.0
11711,75.0
1873,30.0
11581,49.0
11389,35.0
13077,25.0
8454,60.0
15577,105.0
1265,199.0
4771,90.0
15080,120.0
5037,24.0
5882,60.0
4833,25.0
11726,17.0
12149,62.0
9395,50.0
3221,25.0
15459,28.0
9690,24.0
9025,20.0
12776,46.0
15308,76.0
8733,20.0
3477,14.0
2041,65.0
784,33.0
5842,20.0
6839,55.0
1227,40.0
6892,110.0
12052,56.0
11004,95.0
7745,230.0
5858,52.0
1967,150.0
174,35.0
6032,86.0
4651,49.0
9651,48.0
11304,48.0
13252,99.0
10646,31.0
10526,50.0
13674,100.0
7937,95.0
9353,79.0
7719,60.0
9111,59.0
6122,99.0
3938,53.0
10259,80.0
13278,75.0
10903,30.0
13838,25.0
11756,25.0
6905,65.0
2139,30.0
11707,40.0
13334,80.0
5047,40.0
14260,255.0
7624,50.0
8440,42.0
13170,18.0
12624,90.0
5800,49.0
7947,60.0
1727,95.0
9194,69.0
9157,50.0
7374,100.0
4459,300.0
12988,58.0
6010,40.0
3051,75.0
12210,90.0
3510,95.0
14902,35.0
3919,79.0
10511,45.0
12897,22.0
8302,35.0
10067,50.0
910,99.0
3711,15.0
7519,40.0
15561,50.0
10433,29.0
13600,100.0
14683,32.0
5502,52.0
773,80.0
10416,49.0
10668,25.0
5797,35.0
7822,26.0
5464,70.0
11989,40.0
4571,20.0
7996,100.0
9040,42.0
166,30.0
14583,260.0
7097,45.0
9274,140.0
9972,15.0
3261,30.0
3702,125.0
3129,30.0
1892,30.0
9875,28.0
4657,22.0
8359,18.0
411,23.0
2315,60.0
11592,95.0
2774,19.0
10298,43.0
6258,23.0
4540,60.0
9245,27.0
5258,41.0
4318,80.0
7318,100.0
9724,35.0
5771,45.0
9522,80.0
14360,50.0
401,25.0
11789,57.0
13438,50.0
6348,20.0
4553,105.0
8184,30.0
4517,230.0
5892,25.0
6022,219.0
10648,60.0
8078,22.0
1295,50.0
6386,59.0
8080,35.0
5038,44.0
10168,28.0
10155,55.0
7290,99.0
2172,47.0
1513,128.0
4382,19.0
15599,30.0
6314,140.0
10358,15.0
11525,80.0
2716,50.0
14198,25.0
14379,22.0
12498,45.0
15267,34.0
8132,39.0
866,80.0
10507,35.0
5024,69.0
10879,47.0
14418,190.0
11552,45.0
6770,35.0
8887,25.0
14660,50.0
8721,208.0
11852,55.0
114,30.0
14475,42.0
11168,130.0
940,99.0
12138,30.0
6808,49.0
10235,155.0
15008,40.0
11481,25.0
11863,18.0
7258,120.0
278,30.0
4634,35.0
7345,25.0
10793,100.0
2214,70.0
929,95.0
15154,120.0
10655,44.0
15434,42.0
11023,25.0
5104,39.0
9242,29.0
14845,140.0
2482,125.0
11161,48.0
5949,65.0
6703,30.0
11298,75.0
12709,64.0
7319,59.0
14971,20.0
8761,23.0
8149,70.0
6992,55.0
10173,32.0
12094,30.0
8160,35.0
12244,29.0
2737,25.0
2079,35.0
10911,45.0
15649,24.0
9782,90.0
423,36.0
6218,93.0
5367,65.0
7995,80.0
13799,179.0
14832,70.0
3021,35.0
2977,40.0
12414,58.0
742,39.0
12856,56.0
14143,40.0
8757,30.0
1755,49.0
12691,29.0
5648,50.0
1699,40.0
11782,50.0
3490,32.0
2954,69.0
6975,270.0
9936,260.0
7396,35.0
13208,59.0
12341,52.0
344,13.0
14086,60.0
7040,40.0
15369,88.0
6923,30.0
11539,50.0
13018,70.0
9953,50.0
9563,40.0
9628,35.0
950,40.0
525,40.0
7207,40.0
4421,29.0
1241,100.0
4730,32.0
13513,148.0
14239,50.0
14815,17.0
13041,60.0
548,35.0
8744,35.0
4865,24.0
5918,35.0
8643,60.0
14923,25.0
15481,65.0
1617,35.0
5702,139.0
15635,25.0
14207,40.0
11933,115.0
9938,95.0
3043,120.0
1394,80.0
7455,20.0
14768,110.0
7896,99.0
4053,69.0
14947,100.0
4453,45.0
7798,53.0
7593,50.0
12106,95.0
2295,85.0
823,50.0
9123,47.0
1460,35.0
42,32.0
3622,30.0
5610,90.0
13632,90.0
7878,25.0
2666,55.0
10119,32.0
10115,95.0
14535,31.0
12609,80.0
11570,230.0
6292,24.0
3184,27.0
11386,45.0
7021,64.0
1039,90.0
5382,50.0
905,19.0
5186,25.0
7384,85.0
3521,29.0
1340,50.0
15543,50.0
13113,150.0
5375,43.0
13783,70.0
642,100.0
8484,17.0
1906,70.0
6234,120.0
1304,100.0
3028,50.0
7167,99.0
11267,19.0
10670,63.0
7009,54.0
15478,19.0
10390,42.0
15247,80.0
170,24.0
15287,25.0
3656,14.0
9026,25.0
9933,18.0
3566,33.0
12764,30.0
900,30.0
9101,35.0
714,60.0
13923,55.0
8795,45.0
7341,99.0
3954,75.0
7372,25.0
9607,19.0
14780,45.0
8716,37.0
5164,250.0
832,115.0
3161,25.0
5970,23.0
302,20.0
11591,22.0
1234,152.0
10953,45.0
3401,55.0
12336,20.0
15394,90.0
14386,100.0
13271,87.0
6710,49.0
9544,45.0
4343,25.0
11677,69.0
4217,60.0
1908,31.0
2763,43.0
10034,55.0
8047,35.0
9115,40.0
1448,50.0
7901,25.0
3228,80.0
1114,124.0
6141,45.0
1613,35.0
10418,70.0
10273,25.0
2370,70.0
6544,110.0
2007,40.0
10104,28.0
7566,59.0
7853,20.0
3876,55.0
9334,39.0
14518,24.0
6058,50.0
914,50.0
15109,70.0
12758,25.0
413,52.0
14027,39.0
11640,150.0
4546,38.0
12915,72.0
4924,30.0
15309,35.0
9590,45.0
2403,32.0
11949,49.0
6187,80.0
6133,70.0
955,70.0
3415,39.0
9460,44.0
9968,30.0
6490,25.0
6693,80.0
12921,30.0
5368,20.0
5140,50.0
14399,80.0
13167,25.0
4804,30.0
1000,19.0
6775,35.0
15593,46.0
13256,58.0
8420,23.0
10050,95.0
10574,70.0
15107,40.0
3966,58.0
14591,20.0
5191,14.0
9634,60.0
14405,30.0
13720,48.0
7787,40.0
2192,60.0
10520,78.0
566,50.0
4778,44.0
8058,70.0
6074,39.0
13927,119.0
1531,33.0
11858,58.0
4882,45.0
11411,50.0
11002,85.0
2453,52.0
5690,75.0
13473,40.0
2724,30.0
8608,29.0
15374,60.0
323,100.0
2070,70.0
3025,30.0
2186,30.0
8361,50.0
4658,13.0
12281,18.0
2772,60.0
7329,25.0
8304,35.0
15471,24.0
10082,100.0
3861,135.0
3613,139.0
1886,75.0
13500,120.0
8845,38.0
5100,159.0
15178,80.0
7611,46.0
3607,50.0
10742,50.0
2153,149.0
12475,100.0
5021,35.0
15069,126.0
14614,55.0
8371,49.0
9071,25.0
12199,60.0
13810,29.0
13285,56.0
14259,50.0
2302,40.0
15164,30.0
7929,105.0
12900,55.0
14707,59.0
12920,55.0
4749,43.0
13508,25.0
3761,56.0
8969,64.0
4970,30.0
4216,24.0
10165,80.0
1501,19.0
6165,25.0
3409,181.0
3363,40.0
2953,70.0
9386,50.0
6404,80.0
6885,50.0
3972,35.0
6052,18.0
9178,24.0
14868,75.0
12892,26.0
8883,260.0
11911,60.0
8519,90.0
10974,45.0
3681,20.0
907,55.0
630,60.0
3591,50.0
6496,32.0
5400,40.0
11251,35.0
3733,30.0
8824,69.0
10796,34.0
12308,27.0
15234,30.0
14092,40.0
3450,45.0
5416,40.0
14869,260.0
7028,60.0
10801,42.0
6321,25.0
3377,80.0
9840,45.0
5278,40.0
9630,110.0
4902,99.0
1679,75.0
4212,39.0
12317,35.0
3658,15.0
15120,39.0
13084,110.0
1072,70.0
1027,30.0
1799,33.0
14335,45.0
520,100.0
12074,23.0
10023,59.0
6686,42.0
10158,55.0
9966,44.0
13042,42.0
2801,45.0
14774,38.0
7277,52.0
1946,45.0
9313,35.0
466,60.0
499,33.0
1181,50.0
11965,50.0
10262,72.0
14692,25.0
8708,50.0
2940,43.0
2022,79.0
8254,35.0
12440,65.0
3893,22.0
8468,80.0
399,40.0
13150,35.0
2929,40.0
4086,79.0
7601,55.0
7976,60.0
8574,28.0
15423,35.0
680,60.0
4662,37.0
8260,31.0
2974,61.0
13951,30.0
7641,40.0
10848,50.0
12285,25.0
8668,40.0
14342,35.0
5740,50.0
11022,100.0
3037,48.0
3858,92.0
4971,100.0
11046,35.0
11284,30.0
2892,48.0
14124,25.0
5729,25.0
13514,35.0
5597,80.0
1351,60.0
7211,25.0
13626,69.0
7245,28.0
12269,45.0
7048,30.0
12760,84.0
9254,60.0
787,25.0
934,55.0
3476,30.0
4638,70.0
7411,29.0
11546,75.0
13894,180.0
6708,55.0
12218,23.0
5529,28.0
13706,50.0
2312,45.0
8691,44.0
4661,89.0
6127,28.0
410,48.0
9466,22.0
13850,50.0
14416,100.0
7206,65.0
10962,80.0
438,34.0
15554,75.0
4034,50.0
3806,35.0
8401,35.0
12972,100.0
2665,33.0
6124,30.0
15310,37.0
11024,38.0
572,29.0
11816,100.0
8134,30.0
2872,65.0
878,80.0
15283,58.0
14248,25.0
7449,49.0
1405,35.0
3068,100.0
4429,80.0
12092,40.0
10114,54.0
3925,80.0
4629,200.0
4385,50.0
13534,50.0
4780,35.0
1449,29.0
11111,23.0
5051,900.0
10983,25.0
9411,40.0
10369,45.0
5553,26.0
5091,54.0
15316,39.0
6535,48.0
9406,22.0
8129,55.0
11966,39.0
15500,60.0
15590,240.0
7195,24.0
4498,80.0
854,35.0
2351,25.0
12670,35.0
11673,40.0
9527,45.0
14500,45.0
14146,257.0
7490,25.0
10113,80.0
14094,35.0
14168,90.0
2284,92.0
7110,33.0
7744,15.0
13852,17.0
8962,28.0
14108,35.0
3486,55.0
227,50.0
5666,35.0
14864,22.0
2021,90.0
10776,49.0
8976,40.0
4581,69.0
11214,56.0
1902,35.0
8871,99.0
393,47.0
7802,44.0
3638,80.0
1101,86.0
8019,110.0
4134,85.0
15386,40.0
15073,150.0
14448,60.0
2503,45.0
3207,100.0
10884,25.0
8537,55.0
9063,45.0
949,30.0
3008,50.0
12010,100.0
8257,38.0
7162,52.0
13724,25.0
9237,70.0
12890,28.0
7543,28.0
1534,49.0
4632,79.0
6078,89.0
11669,59.0
3245,45.0
5856,210.0
3578,93.0
13741,45.0
6233,34.0
12371,50.0
3506,70.0
7092,31.0
13982,30.0
10819,43.0
1455,60.0
13433,30.0
5461,35.0
9318,33.0
14049,20.0
1770,30.0
11422,140.0
14298,35.0
7214,29.0
2721,50.0
11363,129.0
5123,40.0
6047,30.0
12374,52.0
11658,25.0
4265,85.0
8595,59.0
1645,40.0
8056,50.0
11907,20.0
6617,55.0
536,30.0
6898,32.0
7296,40.0
15479,75.0
11931,55.0
5453,30.0
3365,44.0
14186,39.0
11303,36.0
1807,48.0
10322,31.0
1198,51.0
5912,32.0
14332,59.0
5067,43.0
14077,23.0
13771,50.0
11824,50.0
5954,60.0
6901,18.0
8374,25.0
1775,20.0
5279,35.0
8844,13.0
6969,25.0
6080,229.0
3871,90.0
5403,39.0
2761,66.0
10160,28.0
11742,21.0
111,26.0
5044,38.0
4254,74.0
14862,55.0
11610,60.0
6228,220.0
7348,65.0
10431,53.0
11270,49.0
1805,40.0
1803,55.0
5002,30.0
2001,35.0
7679,85.0
9928,19.0
5106,80.0
14586,48.0
8389,35.0
8423,12.0
7005,195.0
5940,50.0
10405,30.0
12144,40.0
14831,129.0
14240,76.0
10775,80.0
8909,29.0
12310,59.0
1200,80.0
11625,240.0
14517,42.0
9809,35.0
12019,88.0
10190,75.0
1316,79.0
658,139.0
12301,30.0
5437,24.0
5778,374.0
12494,51.0
8835,110.0
13502,125.0
8090,90.0
4613,55.0
1846,385.0
6801,79.0
8181,35.0
13694,28.0
15074,200.0
8649,50.0
4933,40.0
10747,44.0
1133,50.0
657,17.0
12163,168.0
4114,50.0
14294,25.0
12058,75.0
14966,105.0
8972,35.0
6259,35.0
6656,119.0
13242,95.0
3159,45.0
11348,89.0
3780,70.0
7481,129.0
13990,55.0
7339,75.0
3524,20.0
3937,46.0
6392,91.0
12375,58.0
7404,52.0
2549,45.0
4819,16.0
7797,20.0
14307,24.0
8506,58.0
2495,80.0
1626,69.0
10359,29.0
2688,89.0
7419,80.0
11792,69.0
9530,75.0
11344,40.0
216,80.0
8918,65.0
5639,50.0
4129,50.0
1515,55.0
5509,40.0
11849,35.0
1881,29.0
8277,29.0
12622,79.0
8852,125.0
11680,160.0
14137,69.0
9417,51.0
6899,30.0
8033,120.0
1485,29.0
5803,79.0
3670,22.0
15029,100.0
15086,34.0
14083,32.0
11723,40.0
11343,30.0
2674,75.0
13101,60.0
13739,130.0
6618,27.0
3288,70.0
2717,40.0
7531,35.0
6896,55.0
13194,55.0
6684,60.0
14594,60.0
3086,28.0
10780,30.0
7169,53.0
7267,45.0
10782,41.0
1073,25.0
13915,35.0
8596,150.0
11082,55.0
14358,39.0
5041,30.0
8202,79.0
4806,90.0
8903,48.0
10124,45.0
14884,24.0
14169,33.0
13652,43.0
528,60.0
10109,35.0
6326,60.0
